name,address,suburb,category,seating_type,seats,latitude,longitude,census_year
Villas Restaurant & Bar,Ground 492 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81499761,144.959196898,2024
B & Baguette Cafe,Ground 482 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,8,-37.8150902,144.959379419,2024
Corner & Bench,408 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,32,-37.8144361,144.961491987,2024
Chiki Chiki,Part Ground 187-193 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81388737,144.962707826,2024
Tropicana Juice Bar,213 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81354034,144.962547924,2024
Rice Paper Scissors,Ground 13-15 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.8142907,144.961405232,2024
Pandan Dessert Bar,Ground 29 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,24,-37.81398751,144.961266412,2024
Osteria Ilaria,367 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,75,-37.81374371,144.961991846,2024
Serai Kitchen,7 Racing Club Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,54,-37.81379494,144.961598239,2024
Serai Kitchen,7 Racing Club Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,24,-37.81379494,144.961598239,2024
Gracie,"Shop 4, 37 Hardware Lane MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81385129,144.961204259,2024
Triim,"Shop 3, 35 Hardware Lane MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81385129,144.961204259,2024
Ca De Vin,Shop G29-G30 338-352 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,90,-37.81360425,144.963287893,2024
The Louden Kitchen & Grill,Part Level 1 265-279 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,160,-37.81288667,144.964646875,2024
Sam Sam,Ground 209 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,90,-37.81289706,144.965038641,2024
Melbourne Dae Jang Geum Korean Bbq,"Shop 117, Level 1 235 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,120,-37.81296443,144.9658365,2024
Mr Bo Restaurant,"Shop 23, 219 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81272047,144.966295166,2024
China Chilli,"Shop 15, Level 1 206 Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,180,-37.81259409,144.966876772,2024
Pearl Chablis And Oyster Bar,"Shop 108, Level 1 194-200 Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,18,-37.81244678,144.967282791,2024
Sushi Hotaru,"Shop 118, Level 1 194-200 Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,32,-37.81244678,144.967282791,2024
Shandong Mama Dumplings,"Shop 7-8, Ground 194-200 Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,48,-37.81244678,144.967282791,2024
Pinchy'S,"Shop 101, Level 1 194-200 Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,50,-37.81244678,144.967282791,2024
Katsuretsu Co,"Shop 6, Ground 194-200 Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,28,-37.81244678,144.967282791,2024
Shanghai Dragon Dumpling House,163 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,28,-37.81246709,144.96764788,2024
Hong Kong Cafe,171-173 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,58,-37.81238087,144.96758979,2024
Udon Izakaya Maedaya,Part Ground 168 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81251216,144.968247927,2024
Ballers Clubhouse,Level 2-3 2 Coverlid Place MELBOURNE VIC 3000,Melbourne (CBD),"Sports and Physical Recreation Venues, Grounds and Facilities Operation",indoor,50,-37.81206119,144.968535908,2024
Ginza Teppanyaki Japanese Restaurant,Ground 139 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,200,-37.81206119,144.968535908,2024
Fm Karaoke Bar,Pt Gnd & Levels 1-2 146 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,15,-37.81235798,144.968738656,2024
Tan Hot Pot,Gnd & Bmt 130 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,76,-37.81223835,144.969182314,2024
Sot,98 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81194604,144.970170292,2024
Bar Clara,"Shop 5, 83-89 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),"Pubs, Taverns and Bars",outdoor,10,-37.81128986,144.969912284,2024
Byeok Dol,105 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,90,-37.81146308,144.969339824,2024
Hofbrauhaus Restaurant,26-28 Market Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,138,-37.81160744,144.969335255,2024
Hofbrauhaus Restaurant,Ground 18 Market Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,73,-37.81175137,144.969403095,2024
Grossi Florentino,Florentino Restaurant 78-84 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,210,-37.81172969,144.970847236,2024
Bottega Restaurant,72-74 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,130,-37.81168307,144.971007419,2024
Martini With Mancini / Bossa Nova,70 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81166963,144.971075461,2024
Martini With Mancini / Bossa Nova,70 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,12,-37.81166963,144.971075461,2024
Pellegrini'S Espresso Bar,66 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81165009,144.971163378,2024
Thong Thai,18 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,38,-37.811289,144.972362677,2024
Recoleta,Level 1 10 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,32,-37.81123539,144.97255541,2024
Becco,Ground 11-25 Crossley Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81143018,144.971014127,2024
Bossley Bar & Restaurant,Part Ground 174-192 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,40,-37.81121462,144.970645342,2024
Hochi Mama,Ground 35 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,110,-37.81094349,144.971830017,2024
The Daughters Arms,"Part Ground 19 Little Bourke Street, MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,81,-37.81074304,144.971990272,2024
Kiss And Tell Bar,Level 1 37-41 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,90,-37.81083595,144.971505869,2024
Bamboo House,"Shop 1, 47-55 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,120,-37.81101377,144.971109213,2024
Bodega Underground,"Shop 2, 47-55 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,80,-37.81101377,144.971109213,2024
Princess Theatre,163-181 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Performing Arts Operation,outdoor,28,-37.8107257,144.972326572,2024
Sanjha Chulha Lahore Te Amritsar Da,16 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,48,-37.81127672,144.972412935,2024
Dosa Hut Melbourne Cbd,209-211 King Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,178,-37.81529895,144.954926555,2024
Mandarin Food Store,30 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81498784,144.954249339,2024
Higher Ground,"Shop 101T, LwrGround 650 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,180,-37.81537494,144.953525588,2024
My Goodness Pizzas And Burgers,637 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,131,-37.81537494,144.953525588,2024
Colonial Hotel / Brown Alley Night Club,Colonial Hotel 234-244 King Street MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",outdoor,28,-37.81459098,144.955216626,2024
Sud Food & Wine,"Shop 1, Ground 555 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,48,-37.81439357,144.956213508,2024
Melbourne Hwaro Korean Bbq,Ground 562 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,92,-37.81501702,144.955669398,2024
Melbourne Hwaro Korean Bbq,Ground 562 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81501702,144.955669398,2024
Scugnizzo Ristorante,Ground 558 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,85,-37.81491966,144.955942078,2024
Shoku Eatery,514 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,24,-37.8146364,144.95704074,2024
Denmark House,"Suite 301, Level 3 428 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81392391,144.959722913,2024
Gasthaus On Queen,211-213 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,55,-37.81386745,144.959907268,2024
Sool Tong,207 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,35,-37.81386745,144.959907268,2024
215 Queens,215 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,84,-37.81379647,144.959874118,2024
Miznon,59-61 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81338297,144.960969734,2024
Miznon,59-61 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,30,-37.81338297,144.960969734,2024
The Mill,Ground 67 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.8132345,144.960907958,2024
The Mill,Ground 67 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,40,-37.8132345,144.960907958,2024
Amigos Hardware Lane,Lower & Upper Ground 75-77 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.8131434,144.960866676,2024
Hencho En Mexico,78 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,28,-37.81307029,144.961106093,2024
Grill Steak Seafood,Ground 66 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,60,-37.81318202,144.961167317,2024
Crust Gourmet Pizza Bar Melbourne,38 Niagara Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,24,-37.81291055,144.961464779,2024
Pho Thin,"Shop C, 389 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.81288006,144.961012082,2024
Woo 399 Bbq Lonsdale St,"Tenancy 4, 399 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,104,-37.81303978,144.960680876,2024
Hawker Boys,"Tenancy 2, 85 Hardware Lane MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.81303978,144.960680876,2024
Claypots Barbarossa,"Tenancy 1, 79 Hardware Lane MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,40,-37.81303978,144.960680876,2024
French Saloon,Level 1 46 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81354346,144.96132824,2024
Blok M Express,380 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81354346,144.96132824,2024
Tetsujin,"Shop M4, Level 4, 287 Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81245199,144.963838585,2024
Miga Korean Jeongsik,Shop LG31 287 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81245199,144.963838585,2024
The Beast Cbd,Part Gnd & Bmt 231 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.8125239,144.964839484,2024
Bowltiful Lanzhou Beef Noodles,249 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,60,-37.81230108,144.964736445,2024
Pho Ganh,273 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,56,-37.81185964,144.964531633,2024
Mcdonalds,275-279 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,94,-37.81180752,144.964507035,2024
Supper Inn Chinese Restaurant,15-17 Celestial Avenue MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81188094,144.96613017,2024
Nelayan Indonesian Restaurant,195 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,130,-37.81126839,144.966630476,2024
Tsindos Greek Restaurant,Gnd & Flr1 197 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.81128456,144.966576483,2024
Tsindos Greek Restaurant,Gnd & Flr1 197 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81128456,144.966576483,2024
By Korea,"Unit 1, Ground 15 Tattersalls Lane MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81213633,144.96560295,2024
Wong'S Late Night Hot Pot,Gnd & Flr1 208-210 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81202818,144.966418386,2024
Fortune Dumpling,198 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,65,-37.81197639,144.966672391,2024
Bornga Melbourne,Level 1 178-190 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,110,-37.81186912,144.966941928,2024
Juicy Bao,"Shop 2, Ground 178 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,70,-37.81186912,144.966941928,2024
Spice World Melbourne,172-176 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.8118553,144.967129981,2024
Sweetie And Moustache Dessert Lounge,Floor 3-4 207 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81169847,144.967298399,2024
Welive Hotpot,Level 1 217 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,35,-37.81156166,144.967236445,2024
Laoliuzhou River Snails Rice Noodles,221 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,25,-37.81140869,144.967166699,2024
Nam Loong,223 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81140869,144.967166699,2024
Shan Cheng Wai Fish And Pickles,Shop Ground 268 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,28,-37.81169356,144.965104624,2024
Gong De Lin,Level 3 264 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81181063,144.965147314,2024
Foodie Hub,254 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,20,-37.81199559,144.965250371,2024
Mesa Verde,"Unit S13, Level 6 252 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),"Pubs, Taverns and Bars",indoor,90,-37.81199559,144.965250371,2024
Yamato Japanese Restaurant,223 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,50,-37.81067091,144.969584878,2024
Pinto Thai Food,231 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,20,-37.81051104,144.969520605,2024
Bar Margaux,Basement 111 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,213,-37.81053335,144.969119408,2024
Dumpling Guys,157-159 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,45,-37.81093607,144.96786271,2024
Heartbreaker,234A Russell Street MELBOURNE VIC 3000,Melbourne (CBD),"Pubs, Taverns and Bars",indoor,100,-37.81098272,144.967644342,2024
Ants Bistro,7-9 Corrs Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,100,-37.81132789,144.967994718,2024
Home Kitchen & Bar,Restaurant Level 1 222 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81132789,144.967994718,2024
Shangha Street Xiaolongboa & Dumpling,146-148 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,80,-37.81132789,144.967994718,2024
Shou Sumiyaki,"Tenancy 5, 158 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,90,-37.81158809,144.967863195,2024
Tami Sweet Lonsdale,145 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,12,-37.81081665,144.968152905,2024
Supagrind,"Tenancy 1, Ground 222 Exhibition Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,35,-37.81055707,144.97049616,2024
Kenny'S Bakery Cafe,53-55 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,18,-37.81005686,144.970714898,2024
Bobbys Coffee & Bagels,Rear 57 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.81005686,144.970714898,2024
Shark Fin Inn City,50-52 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,220,-37.81068513,144.970974892,2024
Little Gordon,"Shop 3-4, Ground 24-38 Little Bourke Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,20,-37.81033978,144.971413781,2024
Anda Cafe,Part Ground 215 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.80990397,144.971835359,2024
Taketori Fusion Japanese,Part Gnd & Flr1 267-271 King Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81392013,144.954298289,2024
Omo,18 Merriman Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,32,-37.81421045,144.953922371,2024
Pepper Lunch,"Shop 1, 260 Spencer Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,42,-37.81437529,144.952954607,2024
Eggholic Sweet,Part 262 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,20,-37.81437529,144.952954607,2024
Dosirock,"Shop 1, 280 King Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.81349786,144.954822177,2024
House Blend,"Shop 3, 280 King Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.81349786,144.954822177,2024
Bbq King,"Shop 2, 280 King Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,130,-37.81349786,144.954822177,2024
Encanto,556-558 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81386782,144.955771594,2024
Chun Chun Pocha,534 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81365662,144.956421679,2024
Cafe Court,536 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,indoor,30,-37.81365662,144.956421679,2024
Liyin Rice Roll Master,"Shop C2, 10C Healeys Lane MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,outdoor,4,-37.8134766,144.956016924,2024
Gami Chicken And Beer,"Shop G, 535 Little Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,40,-37.8134766,144.956016924,2024
Yuk Gam,"Shop 5-7, 535 Little Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Cafes and Restaurants,indoor,110,-37.8134766,144.956016924,2024
County Cafe Pty Ltd,Ground 460 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Cafes and Restaurants,outdoor,16,-37.8130525,144.958352884,2024
